Database,Phyla,Class,Order,Family,Species,Original Name,Meiosis Type,Ploidy,Female Diploid #,Male Diploid #,Achiasmy Sex,Sex Chromosome System,Notes,Sex Chrom Notes,Citation
Mammal,Chordata,Mammalia,Eulipotyphla,Talpidae,Neurotrichus gibbsii,,chiasmatic,2,34,34,,XY,,,Animal Karyotype Book 2020 (Kawada et al. 2008)
Mammal,Chordata,Mammalia,Eulipotyphla,Talpidae,Parascalops breweri,,chiasmatic,2,34,34,,XY,,,Animal Karyotype Book (Benirschke 1969)
Mammal,Chordata,Mammalia,Eulipotyphla,Talpidae,Parascaptor leucura,,chiasmatic,2,34,34,,XY,,,Animal Karyotype Book 2020 (Kawada et al. 2016)
Mammal,Chordata,Mammalia,Eulipotyphla,Talpidae,Scapanulus oweni,,chiasmatic,2,34,34,,XY,,,Animal Karyotype Book 2020 (He et al. 2012)
Mammal,Chordata,Mammalia,Eulipotyphla,Talpidae,Scaptonyx fusicaudus,,chiasmatic,2,34,34,,XY,,,Animal Karyotype Book 2020 (Kawada et al. 2008)
Mammal,Chordata,Mammalia,Eulipotyphla,Talpidae,Talpa altaica,,chiasmatic,2,34,34,,XY,,,Animal Karyotype Book (Biltueva and Vorobieva 2012)
Mammal,Chordata,Mammalia,Eulipotyphla,Talpidae,Talpa europaea,,chiasmatic,2,34,34,,XY,,,Blackmon (Volleth and Muller 2006)
Mammal,Chordata,Mammalia,Eulipotyphla,Talpidae,Talpa europaea europaea,,chiasmatic,2,34,34,,XY,,,Animal Karyotype Book (Benirschke 1969)
Mammal,Chordata,Mammalia,Eulipotyphla,Talpidae,Urotrichus talpoides,,chiasmatic,2,34,34,,XY,,,Animal Karyotype Book 2020 (Kawada and Obara 1999)
Mammal,Chordata,Mammalia,Hyracoidea,Procaviidae,Procavia capensis,,chiasmatic,2,54,54,,XY,,,Animal Karyotype Book (Pardini et al. 2007)
Mammal,Chordata,Mammalia,Lagomorpha,Leporidae,Brachylagus idahoensis,,chiasmatic,2,44,44,,XY,,,Animal Karyotype Book (Robinson et al. 2002)
Mammal,Chordata,Mammalia,Lagomorpha,Leporidae,Bunolagus monticularis,,chiasmatic,2,44,44,,XY,,,Animal Karyotype Book (Robinson et al. 2002)
Mammal,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus alleni alleni,,chiasmatic,2,48,48,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus americanus,,chiasmatic,2,48,48,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus californicus,,chiasmatic,2,48,48,,XY,,,Animal Karyotype Book (Robinson et al. 2002)
Mammal,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus californicus eremicus,,chiasmatic,2,48,48,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus mandshuricus,,chiasmatic,2,48,48,,XY,,,Animal Karyotype Book 2020 (Beklemisheva and Kartavtseva (Unpublished))
Mammal,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus saxatilis,,chiasmatic,2,48,48,,XY,,,Animal Karyotype Book (Robinson 1980)
Mammal,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus timidus,,chiasmatic,2,48,48,,XY,,,Animal Karyotype Book 2020 (Beklemisheva et al. 2011)
Mammal,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus tolai,,chiasmatic,2,48,48,,XY,,,Animal Karyotype Book 2020 (Beklemisheva and Romanenko (Unpublished))
Mammal,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus townsendii,,chiasmatic,2,48,48,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Lagomorpha,Leporidae,Oryctolagus cuniculus,,chiasmatic,2,44,44,,XY,,,Blackmon (Korstanje et al. 1999)
Mammal,Chordata,Mammalia,Lagomorpha,Leporidae,Pronolagus rupestris,,chiasmatic,2,42,42,,XY,,,Animal Karyotype Book (Robinson et al. 2002)
Mammal,Chordata,Mammalia,Lagomorpha,Leporidae,Romerolagus diazi,,chiasmatic,2,48,48,,XY,,,Blackmon (Robinson et al. 2002)
Mammal,Chordata,Mammalia,Lagomorpha,Leporidae,Sylvilagus aquaticus,,chiasmatic,2,38,38,,XY,,,Animal Karyotype Book (Robinson et al. 1983)
Mammal,Chordata,Mammalia,Lagomorpha,Leporidae,Sylvilagus audubonii,,chiasmatic,2,42,42,,XY,,,Animal Karyotype Book (Robinson et al. 1984)
Mammal,Chordata,Mammalia,Lagomorpha,Leporidae,Sylvilagus floridanus,,chiasmatic,2,42,42,,XY,,,Animal Karyotype Book (Robinson et al. 1983)
Mammal,Chordata,Mammalia,Lagomorpha,Leporidae,Sylvilagus nuttallii,,chiasmatic,2,42,42,,XY,,,Animal Karyotype Book (Robinson et al. 1984)
Mammal,Chordata,Mammalia,Lagomorpha,Leporidae,Sylvilagus palustris,,chiasmatic,2,38,38,,XY,,,Animal Karyotype Book (Robinson et al. 1983)
Mammal,Chordata,Mammalia,Lagomorpha,Leporidae,Sylvilagus transitionalis,,chiasmatic,2,46,46,,XY,,,Animal Karyotype Book (Robinson et al. 1983)
Mammal,Chordata,Mammalia,Lagomorpha,Ochotonidae,Ochotona forresti,,chiasmatic,2,54,54,,XY,,,Animal Karyotype Book 2020 (Ye et al. 2011)
Mammal,Chordata,Mammalia,Lagomorpha,Ochotonidae,Ochotona hyperborea,,chiasmatic,2,40,40,,XY,,,Animal Karyotype Book (Perelman and Graphodatsky (Unpublished))
Mammal,Chordata,Mammalia,Lagomorpha,Ochotonidae,Ochotona hyperborea,,chiasmatic,2,40,40,,XY,,,Blackmon (Perelman and Graphodatsky (Unpublished))
Mammal,Chordata,Mammalia,Lagomorpha,Ochotonidae,Ochotona princeps,,chiasmatic,2,68,68,,XY,,,Animal Karyotype Book (Stock 1976)
Mammal,Chordata,Mammalia,Lagomorpha,Ochotonidae,Ochotona rufescene rufescens,,chiasmatic,2,60,60,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Macroscelidea,Macroscelididae,Elephantus rupestris,,chiasmatic,2,26,26,,XY,,,Animal Karyotype Book 2020 (Robinson et al. 2004)
Mammal,Chordata,Mammalia,Macroscelidea,Macroscelididae,Macroscelides proboscideus,,chiasmatic,2,26,26,,XY,,,Animal Karyotype Book (CRES San Diego (Unpublished))
Mammal,Chordata,Mammalia,Macroscelidea,Tenrecidae,Hemicentetes nigriceps,,chiasmatic,2,38,38,,XY,,,Animal Karyotype Book (Benirschke 1969)
Mammal,Chordata,Mammalia,Macroscelidea,Tenrecidae,Microgale dobsoni,,chiasmatic,2,30,30,,XY,,,Animal Karyotype Book (Benirschke 1969)
Mammal,Chordata,Mammalia,Microbiotheria,Microbiotheriidae,Dromiciops australis,,chiasmatic,2,14,13,,XO,,,Animal Karyotype Book (Gallardo and Patterson (1987))
Mammal,Chordata,Mammalia,Monotremata,Ornithorhynchidae,Ornithorhynchus anatinus,,chiasmatic,2,52,52,,complex XY,,X1X2X3X4X5Y1Y2Y3Y4Y5,Blackmon (Bick and Sharman 1975)
Mammal,Chordata,Mammalia,Monotremata,Tachyglossidae,Tachyglossus aculeatus,,chiasmatic,2,64,63,,complex XY,,X1X2X3X4X5Y1Y2Y3Y4O,Blackmon (Bick and Jackson 1967)
Mammal,Chordata,Mammalia,Monotremata,Tachyglossidae,Zaglossus bruijni,,chiasmatic,2,64,63,,complex XY,,X1X2X3X4X5Y1Y2Y3Y4O,Animal Karyotype Book (Graves et al. (Unpublished))
Mammal,Chordata,Mammalia,Notoryctemorphia,Notoryctidae,Notoryctes typhlops,,chiasmatic,2,20,20,,XY,,,Animal Karyotype Book (Calaby et al. 1974)
Mammal,Chordata,Mammalia,Paucituberculata,Caenolestidae,Rhyncholestes raphanurus,,chiasmatic,2,14,14,,XY,,,Animal Karyotype Book (Gallardo and Patterson (1987))
Mammal,Chordata,Mammalia,Peramelemorphia,Peramelidae,Isoodon obesulus,,chiasmatic,2,14,14,,XY,,,Animal Karyotype Book (Rofe 1979)
Mammal,Chordata,Mammalia,Peramelemorphia,Peramelidae,Perameles nasuta,,chiasmatic,2,14,14,,XY,,,Blackmon (Rofe 1979)
Mammal,Chordata,Mammalia,Peramelemorphia,Thylacomyidae,Macrotis lagotis,,chiasmatic,2,18,19,,complex XY,,XY1Y2,Animal Karyotype Book (Martin and Hayman 1967)
Mammal,Chordata,Mammalia,Perissodactyla,Equidae,Equus asinus,,chiasmatic,2,62,62,,XY,,,Blackmon (Raudsepp and Chowdhary 1999)
Mammal,Chordata,Mammalia,Perissodactyla,Equidae,Equus asinus somaliensis,,chiasmatic,2,62-64,62-64,,XY,,,Animal Karyotype Book (Houck et al. 1998)
Mammal,Chordata,Mammalia,Perissodactyla,Equidae,Equus burchelli,,chiasmatic,2,44,44,,XY,,,Animal Karyotype Book (Trifonov et al. 2008)
Mammal,Chordata,Mammalia,Perissodactyla,Equidae,Equus burchelli boehmi,,chiasmatic,2,44-45,44-45,,XY,,,Animal Karyotype Book 2020 (CRES San Diego (Unpublished))
Mammal,Chordata,Mammalia,Perissodactyla,Equidae,Equus caballus,,chiasmatic,2,64,64,,XY,,,Blackmon (Bowling et al. 1997)
Mammal,Chordata,Mammalia,Perissodactyla,Equidae,Equus grevyi,,chiasmatic,2,46,46,,XY,,,Blackmon (Musilova et al. 2007)
Mammal,Chordata,Mammalia,Perissodactyla,Equidae,Equus hemionus kulan,,chiasmatic,2,54-55,54-55,,XY,,,Animal Karyotype Book (Musilova et al. 2009)
Mammal,Chordata,Mammalia,Perissodactyla,Equidae,Equus hemionus onager,,chiasmatic,2,55-56,55-56,,XY,,,Animal Karyotype Book (Trifonov et al. 2008)
Mammal,Chordata,Mammalia,Perissodactyla,Equidae,Equus kiang,,chiasmatic,2,52,52,,XY,,,Animal Karyotype Book 2020 (Musilova et al. 2009)
Mammal,Chordata,Mammalia,Perissodactyla,Equidae,Equus prewalskii,,chiasmatic,2,44,44,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Perissodactyla,Equidae,Equus prewalskii,,chiasmatic,2,66,66,,XY,,,Animal Karyotype Book (Yang et al. 2003b)
Mammal,Chordata,Mammalia,Perissodactyla,Equidae,Equus quagga boehmi,,chiasmatic,2,44-45,44-45,,XY,,,Animal Karyotype Book (CRES San Diego (Unpublished))
Mammal,Chordata,Mammalia,Perissodactyla,Equidae,Equus zebra,,chiasmatic,2,32,32,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Perissodactyla,Equidae,Equus zebra hartmannae,,chiasmatic,2,32,32,,XY,,,Animal Karyotype Book 2020 (Yang et al. 2003b)
Mammal,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Ceratotherium simum,,chiasmatic,2,82,82,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Ceratotherium simum simum,,chiasmatic,2,82,82,,XY,,,Animal Karyotype Book (Houck et al. 1994)
Mammal,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Dicerorhinus sumatrensis,,chiasmatic,2,82,82,,XY,,,Animal Karyotype Book 2020 (Houck (Unpublished))
Mammal,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Diceros bicornis,,chiasmatic,2,84,84,,XY,,,Animal Karyotype Book (Houck et al. 1995)
Mammal,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Rhinoceros unicornis,,chiasmatic,2,82,82,,XY,,,Blackmon (Houck et al. 1994)
Mammal,Chordata,Mammalia,Perissodactyla,Tapiridae,Tapirus bairdii,,chiasmatic,2,80,80,,XY,,,Animal Karyotype Book (Houck et al. 2000)
Mammal,Chordata,Mammalia,Perissodactyla,Tapiridae,Tapirus indicus,,chiasmatic,2,52,52,,XY,,,Animal Karyotype Book (Houck et al. 2000)
Mammal,Chordata,Mammalia,Perissodactyla,Tapiridae,Tapirus pinchaque,,chiasmatic,2,76,76,,XY,,,Animal Karyotype Book (Houck et al. 2000)
Mammal,Chordata,Mammalia,Perissodactyla,Tapiridae,Tapirus terrestris,,chiasmatic,2,80,80,,XY,,,Blackmon (Houck et al. 2000)
Mammal,Chordata,Mammalia,Pholidota,Manidae,Manis javanica,,chiasmatic,2,38,38,,XY,,,Animal Karyotype Book (Nie and Yang (Unpublished))
Mammal,Chordata,Mammalia,Pholidota,Manidae,Manis pentadactyla,,chiasmatic,2,40,40,,XY,,,Animal Karyotype Book 2020 (Nie et al. 2009)
Mammal,Chordata,Mammalia,Pilosa,Bradypodidae,Bradypus torquatus,,chiasmatic,2,50,50,,XY,,,Animal Karyotype Book 2020 (Azevedo et al. 2012)
Mammal,Chordata,Mammalia,Pilosa,Bradypodidae,Bradypus variegatus,,chiasmatic,2,54,54,,XY,,,Animal Karyotype Book 2020 (Azevedo et al. 2012)
Mammal,Chordata,Mammalia,Pilosa,Choloepodidae,Choloepus didactylus,,chiasmatic,2,53,53,,XY,,,Animal Karyotype Book (Nash (Unpublished))
Mammal,Chordata,Mammalia,Pilosa,Choloepodidae,Choloepus hoffmanni,,chiasmatic,2,49,49,,complex XY,,X1X2Y,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Pilosa,Cyclopedidae,Cyclopes didactylus,,chiasmatic,2,64,64,,XY,,,Animal Karyotype Book (Jorge 2000)
Mammal,Chordata,Mammalia,Pilosa,Myrmecophagidae,Myrmecophaga tridactyla,,chiasmatic,2,60,60,,XY,,,Animal Karyotype Book (CRES San Diego (Unpublished))
Mammal,Chordata,Mammalia,Pilosa,Myrmecophagidae,Tamandua tetradactyla,,chiasmatic,2,54,54,,XY,,,Blackmon (Jorge et al. 1977)
Mammal,Chordata,Mammalia,Primates,Aotidae,Aotus azarae,,chiasmatic,2,50,49,,complex XY,,X1X2Y,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Primates,Aotidae,Aotus boliviensis,,chiasmatic,2,50,49,,complex XY,,X1X2Y,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Primates,Aotidae,Aotus inflatus,,chiasmatic,2,50,49,,complex XY,,X1X2Y,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Primates,Aotidae,Aotus lemurinus grisiemembra,,chiasmatic,2,54,54,,XY,,,Animal Karyotype Book 2020 (Stanyon et al. 2011)
Mammal,Chordata,Mammalia,Primates,Aotidae,Aotus nancymaae,,chiasmatic,2,54,54,,XY,,,Animal Karyotype Book (F. Garcia et al. 2002b)
Mammal,Chordata,Mammalia,Primates,Aotidae,Aotus sp.,,chiasmatic,2,50,49,,complex XY,,X1X2Y,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Primates,Aotidae,Aotus trivirgatus,,chiasmatic,2,54,54,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Primates,Atelidae,Alouatta arctoidea,,chiasmatic,2,44,44,,complex XY,,X1X2Y1Y2,Animal Karyotype Book 2020 (Stanyon et al. 2011)
Mammal,Chordata,Mammalia,Primates,Atelidae,Alouatta belzebul,,chiasmatic,2,50,49,,complex XY,,X1X2Y,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Primates,Atelidae,Alouatta belzebul,,chiasmatic,2,50,49,,XO,,Y translocated to autosome,Animal Karyotype Book (Consigliere et al. .1998)
Mammal,Chordata,Mammalia,Primates,Atelidae,Alouatta caraya,,chiasmatic,2,50,50,,XY,,,Animal Karyotype Book (Bigoni and Stanyon (Unpublished))
Mammal,Chordata,Mammalia,Primates,Atelidae,Alouatta caraya,,chiasmatic,2,54,54,,complex XY,,X1X2Y1Y2,Animal Karyotype Book 2020 (de Oliveira et al. 2002)
Mammal,Chordata,Mammalia,Primates,Atelidae,Alouatta fusca,,chiasmatic,2,50,49,,complex XY,,X1X2Y,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Primates,Atelidae,Alouatta fusca clamitans,,chiasmatic,2,46,45,,complex XY,,X1X2X3Y1Y2,Animal Karyotype Book 2020 (de Oliveira et al. 2002)
Mammal,Chordata,Mammalia,Primates,Atelidae,Alouatta guariba,,chiasmatic,2,50,50,,complex XY,,X1X2Y1Y2,Animal Karyotype Book 2020 (Stanyon et al. 2011)
Mammal,Chordata,Mammalia,Primates,Atelidae,Alouatta palliata,,chiasmatic,2,54,53,,complex XY,,X1X2Y,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Primates,Atelidae,Alouatta sara,,chiasmatic,2,52,52,,complex XY,,X1X2Y1Y2,Animal Karyotype Book (Stanyon et al. 1995)
Mammal,Chordata,Mammalia,Primates,Atelidae,Alouatta sara,,chiasmatic,2,50,50,,complex XY,,X1X2Y1Y2,Animal Karyotype Book 2020 (Consigliere et al. 1996)
Mammal,Chordata,Mammalia,Primates,Atelidae,Alouatta seniculus,,chiasmatic,2,44,44,,complex XY,,X1X2Y1Y2,Animal Karyotype Book (Stanyon et al. 1995)
Mammal,Chordata,Mammalia,Primates,Atelidae,Alouatta seniculus macconnelli,,chiasmatic,2,46,46,,complex XY,,X1X2Y1Y2,Animal Karyotype Book 2020 (de Oliveira et al. 2002)
Mammal,Chordata,Mammalia,Primates,Atelidae,Ateles belzebuth marginatus,,chiasmatic,2,34,34,,XY,,,Animal Karyotype Book 2020 (de Oliveira et al. 2005)
Mammal,Chordata,Mammalia,Primates,Atelidae,Ateles geoffroyi,,chiasmatic,2,34,34,,XY,,,Blackmon (Pieczarka et al. 1989)
Mammal,Chordata,Mammalia,Primates,Atelidae,Ateles paniscus,,chiasmatic,2,34,34,,XY,,,Animal Karyotype Book 2020 (Pieczarka et al. 1989)
Mammal,Chordata,Mammalia,Primates,Atelidae,Brachyteles arachnoides,,chiasmatic,2,62,62,,XY,,,Animal Karyotype Book 2020 (de Oliveira et al. 2005)
Mammal,Chordata,Mammalia,Primates,Atelidae,Lagothrix lagotricha,,chiasmatic,2,62,62,,XY,,,Animal Karyotype Book (Stanyon et al. 2001)
Mammal,Chordata,Mammalia,Primates,Atelidae,Lagothrix ubericolor,,chiasmatic,2,62,62,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Primates,Callitrichidae,Callimico goeldii,,chiasmatic,2,48,47,,complex XY,,X1X2Y,Blackmon (Dumas et al. 2007)
Mammal,Chordata,Mammalia,Primates,Callitrichidae,Callithrix argentata,,chiasmatic,2,44,44,,XY,,,Blackmon (Canavez et al. 1996)
Mammal,Chordata,Mammalia,Primates,Callitrichidae,Callithrix chrysoleuca,,chiasmatic,2,44,44,,XY,,,Animal Karyotype Book (Nagamachi et al. 1996)
Mammal,Chordata,Mammalia,Primates,Callitrichidae,Callithrix emiliae,,chiasmatic,2,44,44,,XY,,,Animal Karyotype Book (Nagamachi et al. 1996)
Mammal,Chordata,Mammalia,Primates,Callitrichidae,Callithrix geoffroyi,,chiasmatic,2,46,46,,XY,,,Animal Karyotype Book 2020 (Nagamachi et al. 1997b)
Mammal,Chordata,Mammalia,Primates,Callitrichidae,Callithrix humeralifer,,chiasmatic,2,44,44,,XY,,,Animal Karyotype Book (Nagamachi et al. 1996)
Mammal,Chordata,Mammalia,Primates,Callitrichidae,Callithrix humeralifer,,chiasmatic,2,46,46,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Primates,Callitrichidae,Callithrix jacchus,,chiasmatic,2,46,46,,XY,,,Blackmon (Bigoni and Stanyon (Unpublished))
Mammal,Chordata,Mammalia,Primates,Callitrichidae,Callithrix mauesi,,chiasmatic,2,44,44,,XY,,,Animal Karyotype Book (Nagamachi et al. 1996)
Mammal,Chordata,Mammalia,Primates,Callitrichidae,Callithrix pygmaea,,chiasmatic,2,44,44,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Primates,Callitrichidae,Cebuella pygmaea,,chiasmatic,2,44,44,,XY,,,Animal Karyotype Book (Bigoni and Stanyon (Unpublished))
Mammal,Chordata,Mammalia,Primates,Callitrichidae,Leontopithecus chrysopygus,,chiasmatic,2,46,46,,XY,,,Animal Karyotype Book (Seuanez et al. 1988)
Mammal,Chordata,Mammalia,Primates,Callitrichidae,Leontopithecus rosalia,,chiasmatic,2,46,46,,XY,,,Blackmon (Seuanez et al. 1988)
Mammal,Chordata,Mammalia,Primates,Callitrichidae,Saguinus fusicollis,,chiasmatic,2,46,46,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Primates,Callitrichidae,Saguinus imperator,,chiasmatic,2,46,46,,XY,,,Animal Karyotype Book (CRES San Diego (Unpublished))
Mammal,Chordata,Mammalia,Primates,Callitrichidae,Saguinus midas,,chiasmatic,2,46,46,,XY,,,Animal Karyotype Book (Bigoni and Stanyon (Unpublished))
Mammal,Chordata,Mammalia,Primates,Callitrichidae,Saguinus mystax,,chiasmatic,2,46,46,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Primates,Callitrichidae,Saguinus nigricollis,,chiasmatic,2,46,46,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Primates,Callitrichidae,Saguinus oedipus,,chiasmatic,2,46,46,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Primates,Cebidae,Cebus albifrons,,chiasmatic,2,54,54,,XY,,,Blackmon (Amaral et al. 2008)
Mammal,Chordata,Mammalia,Primates,Cebidae,Cebus albifrons albifrons,,chiasmatic,2,54,54,,XY,,,Animal Karyotype Book (CRES San Diego (Unpublished))
Mammal,Chordata,Mammalia,Primates,Cebidae,Cebus apella,,chiasmatic,2,54,54,,XY,,,Animal Karyotype Book (Clemente et al. 1987)
Mammal,Chordata,Mammalia,Primates,Cebidae,Cebus apella paraguayanus,,chiasmatic,2,54,54,,XY,,,Animal Karyotype Book 2020 (Amaral et al. 2008)
Mammal,Chordata,Mammalia,Primates,Cebidae,Cebus capucinus,,chiasmatic,2,54,54,,XY,,,Animal Karyotype Book (Campa and Stanyon 1992)
Mammal,Chordata,Mammalia,Primates,Cebidae,Cebus olivaceus,,chiasmatic,2,52,52,,XY,,,Animal Karyotype Book (Amaral et al. 2008)
Mammal,Chordata,Mammalia,Primates,Cebidae,Cebus olivaceus,,chiasmatic,2,54,54,,XY,,,Animal Karyotype Book 2020 (Garcia et al. 2002a)
Mammal,Chordata,Mammalia,Primates,Cebidae,Saimiri sciureus,,chiasmatic,2,44,44,,XY,,,Blackmon (Stanyon et al. 2000)
Mammal,Chordata,Mammalia,Primates,Cercopithecidae,Allenopithecus nigroviridis,,chiasmatic,2,48,48,,XY,,,Blackmon (CRES San Diego (Unpublished))
Mammal,Chordata,Mammalia,Primates,Cercopithecidae,Cercocebus galeritus,,chiasmatic,2,42,42,,XY,,,Animal Karyotype Book (Bigoni and Stanyon (Unpublished))
Mammal,Chordata,Mammalia,Primates,Cercopithecidae,Cercocebus torquatus,,chiasmatic,2,42,42,,XY,,,Blackmon (F. Garcia et al. 2002)
Mammal,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus aethiops,,chiasmatic,2,60,60,,XY,,,Blackmon (Finelli et al. 1999)
Mammal,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus ascanius,,chiasmatic,2,66,66,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus ascanius schmidti,,chiasmatic,2,66,66,,XY,,,Animal Karyotype Book (CRES San Diego (Unpublished))
Mammal,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus cephus,,chiasmatic,2,66,66,,XY,,,Blackmon (Clemente et al. 1990)
Mammal,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus diana,,chiasmatic,2,58,58,,XY,,,Animal Karyotype Book (Ponsa et al. 1980)
Mammal,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus l'hoesti,,chiasmatic,2,60,60,,XY,,,Animal Karyotype Book (CRES San Diego (Unpublished))
Mammal,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus mitis,,chiasmatic,2,72,72,,XY,,,Animal Karyotype Book 2020 (Bigoni and Stanyon (Unpublished))
Mammal,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus mona campbell,,chiasmatic,2,66,66,,XY,,,Animal Karyotype Book (Clemente et al. 1990)
Mammal,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus neglectus,,chiasmatic,2,62,62,,XY,,,Animal Karyotype Book 2020 (Stanyon et al.2005)
Mammal,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus nictitans,,chiasmatic,2,70,70,,XY,,,Animal Karyotype Book (Ponsa and Eqozcue 1981)
Mammal,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus petaurista,,chiasmatic,2,66,66,,XY,,,Animal Karyotype Book (Clemente et al. 1990)
Mammal,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus pogonias,,chiasmatic,2,72,72,,XY,,,Animal Karyotype Book (Ponsa and Eqozcue 1981)
Mammal,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus talapoin,,chiasmatic,2,54,54,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Primates,Cercopithecidae,Colobus angolensis palliatus,,chiasmatic,2,44,44,,XY,,,Animal Karyotype Book 2020 (M. Houck (Unpublished))
Mammal,Chordata,Mammalia,Primates,Cercopithecidae,Colobus guereza,,chiasmatic,2,44,44,,XY,,,Animal Karyotype Book (Bigoni et al. 1997b)
Mammal,Chordata,Mammalia,Primates,Cercopithecidae,Erythrocebus patas,,chiasmatic,2,54,54,,XY,,,Blackmon (Stanyon et al. 2005)
Mammal,Chordata,Mammalia,Primates,Cercopithecidae,Macaca fascicularis,,chiasmatic,2,42,42,,XY,,,Blackmon (Ruiz-Herrera et al. 2002)
Mammal,Chordata,Mammalia,Primates,Cercopithecidae,Macaca fuscata,,chiasmatic,2,42,42,,XY,,,Animal Karyotype Book (Weinberg et al. 1992)
Mammal,Chordata,Mammalia,Primates,Cercopithecidae,Macaca mulatta,,chiasmatic,2,42,42,,XY,,,Blackmon (Bigoni and Stanyon (Unpublished))
Mammal,Chordata,Mammalia,Primates,Cercopithecidae,Macaca nigra,,chiasmatic,2,42,42,,XY,,,Animal Karyotype Book 2020 (Stanyon et al. (Unpublished))
Mammal,Chordata,Mammalia,Primates,Cercopithecidae,Macaca sylvanus,,chiasmatic,2,42,42,,XY,,,Animal Karyotype Book 2020 (Stanyon et al. (Unpublished))
Mammal,Chordata,Mammalia,Primates,Cercopithecidae,Mandrillus sphinx,,chiasmatic,2,42,42,,XY,,,Animal Karyotype Book (Ponsa et al. (Unpublished))
Mammal,Chordata,Mammalia,Primates,Cercopithecidae,Miopithecus talapoin,,chiasmatic,2,54,54,,XY,,,Animal Karyotype Book (Ponsa et al. 1980)
Mammal,Chordata,Mammalia,Primates,Cercopithecidae,Nasalis larvatus,,chiasmatic,2,48,48,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Primates,Cercopithecidae,Papio anubis,,chiasmatic,2,42,42,,XY,,,Animal Karyotype Book 2020 (Bigoni and Stanyon (Unpublished))
Mammal,Chordata,Mammalia,Primates,Cercopithecidae,Papio hamadryas,,chiasmatic,2,42,42,,XY,,,Animal Karyotype Book (Bigoni and Stanyon (Unpublished))
Mammal,Chordata,Mammalia,Primates,Cercopithecidae,Papio papio,,chiasmatic,2,42,42,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Primates,Cercopithecidae,Presbytis entellus,,chiasmatic,2,44,44,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Primates,Cercopithecidae,Presbytis obscurus,,chiasmatic,2,44,44,,XY,,,Blackmon et. al. 2019
